drugId,drugName,drugType
CHEMBL270556,CHEMBL270556,Small molecule
CHEMBL274467,ACETOPHENONE,Small molecule
CHEMBL296323,CHEMBL296323,Small molecule
CHEMBL3310151,CHEMBL3310151,Small molecule
CHEMBL3545090,RXDX-103,Small molecule
CHEMBL3545186,FONADELPAR,Small molecule
CHEMBL3654384,ORISMILAST,Small molecule
CHEMBL3672267,CHEMBL3672267,Small molecule
CHEMBL3828009,CHEMBL3828009,Small molecule
CHEMBL3833334,PAPAVERETUM,Small molecule
CHEMBL4105584,CHEMBL4105584,Small molecule
CHEMBL420762,MOZAVAPTAN,Small molecule
CHEMBL4297511,FIRIBASTAT,Small molecule
CHEMBL4297557,MICROCRYSTALLINE CELLULOSE,Unknown
CHEMBL4297582,TEFINOSTAT,Small molecule
CHEMBL434025,CHEMBL434025,Small molecule
CHEMBL4516982,BI 1935,Unknown
CHEMBL4520293,(R)-ZINC-3573,Unknown
CHEMBL4594440,ZAMICASTAT,Small molecule
CHEMBL4594517,GILORALIMAB,Antibody
CHEMBL460258,CHEMBL460258,Small molecule
CHEMBL46293,N-Benzyl-Formamide,Small molecule
CHEMBL4650458,RUNIMOTAMAB,Antibody
CHEMBL475540,CHEMBL475540,Small molecule
CHEMBL483849,CHEMBL483849,Small molecule
CHEMBL495729,CHEMBL495729,Small molecule
CHEMBL5095024,MP-412,Small molecule
CHEMBL5095388,OSEMITAMAB,Antibody
CHEMBL564249,CHEMBL564249,Small molecule
CHEMBL614,PYRAZINAMIDE,Small molecule
CHEMBL73234,CARBETAPENTANE,Small molecule
CHEMBL1091706,CHEMBL1091706,Small molecule
CHEMBL1095627,CHEMBL1095627,Small molecule
CHEMBL1109,SULFAPHENAZOLE,Small molecule
CHEMBL1160619,CHEMBL1160619,Small molecule
CHEMBL1200354,SODIUM TETRADECYL SULFATE,Small molecule
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,Small molecule
CHEMBL1200645,ETOPOSIDE PHOSPHATE,Small molecule
CHEMBL1200705,HYDROXYAMPHETAMINE HYDROBROMIDE,Small molecule
CHEMBL1200839,DIATRIZOATE MEGLUMINE,Small molecule
CHEMBL1200841,PROCAINE HYDROCHLORIDE,Small molecule
CHEMBL1201199,LEUPROLIDE,Protein
CHEMBL1201561,PEGINTERFERON ALFA-2B,Protein
CHEMBL1201593,ALTEPLASE,Enzyme
CHEMBL1223,PENICILLIN G POTASSIUM,Small molecule
CHEMBL1233147,GUANOSINE TRIPHOSPHATE,Small molecule
CHEMBL1235380,CHEMBL1235380,Small molecule
CHEMBL123693,TUAMINOHEPTANE,Small molecule
CHEMBL1240967,PF-00610355,Small molecule
CHEMBL1272307,SB-649868,Small molecule
CHEMBL1474889,CLOBUTINOL,Small molecule
CHEMBL1500276,OXELADIN,Small molecule
CHEMBL1732102,CHEMBL1732102,Small molecule
CHEMBL178130,CHEMBL178130,Small molecule
CHEMBL1807804,CHEMBL1807804,Small molecule
CHEMBL1819077,ONO-2333MS,Small molecule
CHEMBL2105801,CELGOSIVIR HYDROCHLORIDE,Small molecule
CHEMBL2106068,ATRASENTAN HYDROCHLORIDE,Small molecule
CHEMBL2107358,OBATOCLAX MESYLATE,Small molecule
CHEMBL2108074,PANCRELIPASE,Enzyme
CHEMBL2108200,DIMETHICONE,Unknown
CHEMBL2108201,DEXTRANOMER,Small molecule
CHEMBL2108535,POLYNOXYLIN,Small molecule
CHEMBL2109103,BERTILIMUMAB,Antibody
CHEMBL2109264,SOLITOMAB,Antibody
CHEMBL216697,CHEMBL216697,Small molecule
CHEMBL2177650,CHEMBL2177650,Small molecule
CHEMBL2180639,3-[2-[(Cyclobutylmethyl)(Phenethyl)Amino]Ethyl]Phenol,Small molecule
CHEMBL229128,MEPHENESIN,Small molecule
CHEMBL2337886,CHEMBL2337886,Small molecule
CHEMBL2355051,CLOMIPHENE,Small molecule
CHEMBL2393163,CHEMBL2393163,Small molecule
CHEMBL24038,RAGAGLITAZAR,Small molecule
CHEMBL24231,p-NITROPHENYLPHOSPHATE,Small molecule
CHEMBL256705,OCHROMYCINONE,Small molecule
CHEMBL263429,DISOMOTIDE,Protein
CHEMBL285932,AM-251,Small molecule
CHEMBL286204,QUINOLINIC ACID,Small molecule
CHEMBL29197,PD-153035,Small molecule
CHEMBL3092184,CHEMBL3092184,Small molecule
CHEMBL318516,CHEMBL318516,Small molecule
CHEMBL3186761,CHEMBL3186761,Small molecule
CHEMBL3186849,CPI 613,Small molecule
CHEMBL3309990,CHEMBL3309990,Small molecule
CHEMBL3335672,CHEMBL3335672,Small molecule
CHEMBL3422069,CHEMBL3422069,Small molecule
CHEMBL3545135,NV-128,Small molecule
CHEMBL3545314,DUSQUETIDE,Protein
CHEMBL3545355,CHF4227,Small molecule
CHEMBL3632721,CHEMBL3632721,Small molecule
CHEMBL3707231,FLUCLOROLONE,Small molecule
CHEMBL3707338,MAGNESIUM PYRIDOXAL 5-PHOSPHATE GLUTAMATE,Small molecule
CHEMBL3984441,NINGETINIB,Small molecule
CHEMBL3989954,ROSIPTOR,Small molecule
CHEMBL4064874,CHEMBL4064874,Small molecule
CHEMBL406652,CHEMBL406652,Small molecule
CHEMBL4297226,CANERPATUREV,Unknown
CHEMBL4297292,JNJ-17166864,Small molecule
CHEMBL4297388,GW-870086,Small molecule
CHEMBL4297619,ENARODUSTAT,Small molecule
CHEMBL4297633,SEPETAPROST,Small molecule
CHEMBL4297636,PLOCABULIN,Small molecule
CHEMBL4297878,LIRENTELIMAB,Antibody
CHEMBL431770,ISTRADEFYLLINE,Small molecule
CHEMBL4458424,BAY-899,Unknown
CHEMBL4459585,ROPSACITINIB,Small molecule
CHEMBL455271,CHEMBL455271,Small molecule
CHEMBL4580787,CHEMBL4580787,Unknown
CHEMBL4594310,NIPOCALIMAB,Antibody
CHEMBL4594392,SERCLUTAMAB TALIRINE,Antibody
CHEMBL4594539,TRENIBOTULINUMTOXINE,Protein
CHEMBL4802136,PHI-101,Small molecule
CHEMBL506569,LANATOSIDE C,Small molecule
CHEMBL5095021,AM-461,Small molecule
CHEMBL5095170,BMS-986299,Small molecule
CHEMBL5095172,BRILAROXAZINE,Small molecule
CHEMBL5095282,NEMVALEUKIN ALFA,Protein
CHEMBL542,AMINOBENZOIC ACID,Small molecule
CHEMBL558722,EBERCONAZOLE,Small molecule
CHEMBL71,CHLORPROMAZINE,Small molecule
CHEMBL87,CHEMBL87,Small molecule
CHEMBL1059,PREGABALIN,Small molecule
CHEMBL1089700,CHEMBL1089700,Small molecule
CHEMBL1095,ETHOTOIN,Small molecule
CHEMBL109962,SELENOCYSTEINE,Small molecule
CHEMBL1200365,AMINOHIPPURATE SODIUM,Small molecule
CHEMBL1200556,DESMOPRESSIN ACETATE,Protein
CHEMBL1201039,BENZTHIAZIDE,Small molecule
CHEMBL1201335,GLYCOPYRRONIUM,Small molecule
CHEMBL1201546,INSULIN ZINC SUSP PURIFIED BEEF,Protein
CHEMBL1201610,CORTICOTROPIN,Protein
CHEMBL1213165,DOLUTEGRAVIR SODIUM,Small molecule
CHEMBL1231055,ARYLOMYCIN A2,Small molecule
CHEMBL1231491,BETAINE ALDEHYDE,Small molecule
CHEMBL1235902,CHEMBL1235902,Small molecule
CHEMBL126279,CHEMBL126279,Small molecule
CHEMBL14021,PROPIONIC ACID,Small molecule
CHEMBL1402920,CHEMBL1402920,Small molecule
CHEMBL146032,LONAPRISAN,Small molecule
CHEMBL1484857,SUCCINYLSULFATHIAZOLE,Small molecule
CHEMBL1588,THIAMINE,Small molecule
CHEMBL1743032,INTETUMUMAB,Antibody
CHEMBL1743068,SECUKINUMAB,Antibody
CHEMBL1834657,INFIGRATINIB PHOSPHATE,Small molecule
CHEMBL187659,CHEMBL187659,Small molecule
CHEMBL192894,CHEMBL192894,Small molecule
CHEMBL207990,EPOXOMYCIN,Protein
CHEMBL2107308,ACOTIAMIDE HYDROCHLORIDE,Small molecule
CHEMBL2107465,TICALOPRIDE,Small molecule
CHEMBL2107576,DEMEXIPTILINE,Small molecule
CHEMBL2108221,ALOE,Unknown
CHEMBL2108730,SARILUMAB,Antibody
CHEMBL2108778,POLIOVIRUS VACCINE LIVE ORAL,Unknown
CHEMBL2109257,IMC-1C11,Antibody
CHEMBL220946,CHEMBL220946,Small molecule
CHEMBL240719,CHEMBL240719,Small molecule
CHEMBL2436978,CHEMBL2436978,Small molecule
CHEMBL261244,REGRELOR DISODIUM,Small molecule
CHEMBL267744,TICRYNAFEN,Small molecule
CHEMBL267777,RITANSERIN,Small molecule
CHEMBL290578,CAMBENDAZOLE,Small molecule
CHEMBL295467,NISOXETINE,Small molecule
CHEMBL30424,CHEMBL30424,Small molecule
CHEMBL3102998,CHEMBL3102998,Small molecule
CHEMBL3126833,CHEMBL3126833,Small molecule
CHEMBL3137310,BENZHYDROCODONE HYDROCHLORIDE,Small molecule
CHEMBL3137338,ASVASIRAN SODIUM,Oligonucleotide
CHEMBL3342489,CHEMBL3342489,Small molecule
CHEMBL3353597,CHEMBL3353597,Small molecule
CHEMBL3544917,RAPASTINEL,Protein
CHEMBL3545431,HMN-214,Small molecule
CHEMBL3764816,CHEMBL3764816,Small molecule
CHEMBL3828070,CHEMBL3828070,Small molecule
CHEMBL38912,CHEMBL38912,Small molecule
CHEMBL3989563,NICOTINE BITARTRATE,Small molecule
CHEMBL3989869,UMBRALISIB TOSYLATE,Small molecule
CHEMBL3990014,MIRIKIZUMAB,Antibody
CHEMBL399530,CCT018159,Small molecule
CHEMBL4061061,CHEMBL4061061,Small molecule
CHEMBL4100295,CHEMBL4100295,Small molecule
CHEMBL421,SULFASALAZINE,Small molecule
CHEMBL4250860,DANICOPAN,Small molecule
CHEMBL4293806,CHEMBL4293806,Small molecule
CHEMBL4297448,TT-301,Small molecule
CHEMBL4297506,DAPACONAZOLE,Small molecule
CHEMBL4297861,NEIHULIZUMAB,Antibody
CHEMBL4298014,LSZ-102,Unknown
CHEMBL4298169,TROPIFEXOR,Small molecule
CHEMBL430879,CHEMBL430879,Small molecule
CHEMBL4594491,REMLARSEN,Oligonucleotide
CHEMBL4594532,AVIZAKIMAB,Antibody
CHEMBL4650238,LETETRESGENE AUTOLEUCEL,Gene
CHEMBL4741924,IPN-60090,Small molecule
CHEMBL4802181,STI-6643,Unknown
CHEMBL496138,CHEMBL496138,Small molecule
CHEMBL500351,CHEMBL500351,Small molecule
CHEMBL5078486,CHEMBL5078486,Unknown
CHEMBL509282,APRONAL,Small molecule
CHEMBL512840,CHEMBL512840,Small molecule
CHEMBL575060,GLUTAMIC ACID,Small molecule
CHEMBL581,FOSINOPRILAT,Small molecule
CHEMBL93560,CHEMBL93560,Small molecule
CHEMBL96712,NEU5AC2EN,Small molecule
CHEMBL1095283,CARBENICILLIN PHENYL,Small molecule
CHEMBL1098108,CHEMBL1098108,Small molecule
CHEMBL1102,GLUTETHIMIDE,Small molecule
CHEMBL112322,4-Dimethylamino-Benzoic Acid,Small molecule
CHEMBL1172814,CHEMBL1172814,Small molecule
CHEMBL1201317,TRICLOFOS,Small molecule
CHEMBL1201326,RUBIDIUM,Small molecule
CHEMBL1230016,CHEMBL1230016,Small molecule
CHEMBL1231913,CHEMBL1231913,Small molecule
CHEMBL1232243,CHEMBL1232243,Small molecule
CHEMBL1234578,CHEMBL1234578,Small molecule
CHEMBL1235136,CHEMBL1235136,Small molecule
CHEMBL1396177,PENICILLIN V BENZATHINE,Small molecule
CHEMBL1615025,TAK-733,Small molecule
CHEMBL1624037,CHEMBL1624037,Small molecule
CHEMBL1735,INDINAVIR SULFATE,Small molecule
CHEMBL1797128,METHYLMETHIONINE SULFONIUM CHLORIDE,Small molecule
CHEMBL2028850,ICATIBANT,Protein
CHEMBL2068841,FLUOROMISONIDAZOLE,Small molecule
CHEMBL2105694,TELAPRISTONE ACETATE,Small molecule
CHEMBL2105704,LENVATINIB MESYLATE,Small molecule
CHEMBL2108795,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP C,Oligosaccharide
CHEMBL2109529,MU-BC-1,Antibody
CHEMBL2109585,LY-2382770,Antibody
CHEMBL213244,CHEMBL213244,Small molecule
CHEMBL213930,CHEMBL213930,Small molecule
CHEMBL2220294,CHEMBL2220294,Small molecule
CHEMBL2419506,CHEMBL2419506,Small molecule
CHEMBL2431192,CHEMBL2431192,Small molecule
CHEMBL243978,CHEMBL243978,Small molecule
CHEMBL271138,CHEMBL271138,Small molecule
CHEMBL304552,CHEMBL304552,Small molecule
CHEMBL311795,CHEMBL311795,Small molecule
CHEMBL33,LEVOFLOXACIN,Small molecule
CHEMBL3549142,EPETRABOROLE,Small molecule
CHEMBL383593,CHEMBL383593,Small molecule
CHEMBL385178,CHEMBL385178,Small molecule
CHEMBL387453,CHEMBL387453,Small molecule
CHEMBL3899477,CONTELTINIB ,Small molecule
CHEMBL3977543,BELVARAFENIB,Small molecule
CHEMBL398707,HYDROMORPHONE,Small molecule
CHEMBL3989924,LUTETIUM DOTATATE LU-177,Unknown
CHEMBL4081642,CHEMBL4081642,Small molecule
CHEMBL4210033,CHEMBL4210033,Small molecule
CHEMBL4216467,RIPRETINIB,Small molecule
CHEMBL4297586,TRORILUZOLE,Protein
CHEMBL4297851,XMT-1536,Unknown
CHEMBL4297882,FIMAPORFIN,Unknown
CHEMBL4297978,BTI-410,Unknown
CHEMBL443732,CANAVANINE,Small molecule
CHEMBL4594308,OLVIMULOGENE NANIVACIREPVEC,Gene
CHEMBL4594562,ISIS-2503,Unknown
CHEMBL462385,CHEMBL462385,Small molecule
CHEMBL465,DRONABINOL,Small molecule
CHEMBL473478,CHEMBL473478,Small molecule
CHEMBL478629,DORSOMORPHIN,Small molecule
CHEMBL569713,SCOPOLAMINE,Small molecule
CHEMBL602841,CHEMBL602841,Small molecule
CHEMBL603197,CHEMBL603197,Small molecule
CHEMBL692,GLYCERIN,Small molecule
CHEMBL73822,APAZIQUONE,Small molecule
CHEMBL1082617,CHEMBL1082617,Small molecule
CHEMBL1091071,CHEMBL1091071,Small molecule
CHEMBL1093,ARTICAINE,Small molecule
CHEMBL1095149,CHEMBL1095149,Small molecule
CHEMBL1097896,CHEMBL1097896,Small molecule
CHEMBL114,SAQUINAVIR,Small molecule
CHEMBL1153,DIGOXIGENIN,Small molecule
CHEMBL1160188,CHEMBL1160188,Small molecule
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,Small molecule
CHEMBL1200444,PIRBUTEROL ACETATE,Small molecule
CHEMBL1200487,ETHACRYNATE SODIUM,Small molecule
CHEMBL1200699,DOXYCYCLINE,Small molecule
CHEMBL1200982,BUTABARBITAL SODIUM,Small molecule
CHEMBL1201149,NALTREXONE HYDROCHLORIDE,Small molecule
CHEMBL1201264,METHANTHELINE,Small molecule
CHEMBL1231350,CHEMBL1231350,Small molecule
CHEMBL1233239,CHEMBL1233239,Small molecule
CHEMBL1256723,DOXYCYCLINE HYDROCHLORIDE,Small molecule
CHEMBL1269102,BQ-123,Protein
CHEMBL12856,INAMRINONE,Small molecule
CHEMBL1519,TRANDOLAPRIL,Small molecule
CHEMBL16502,TERT-BUTANOL,Small molecule
CHEMBL1650317,"SODIUM 2,2-DIMETHYLBUTYRATE",Small molecule
CHEMBL1689772,OMADACYCLINE,Small molecule
CHEMBL1788132,LOFEXIDINE HYDROCHLORIDE,Small molecule
CHEMBL1802966,CHEMBL1802966,Small molecule
CHEMBL185918,CHEMBL185918,Small molecule
CHEMBL1870768,DIMETHINDENE MALEATE,Small molecule
CHEMBL1958308,CHEMBL1958308,Small molecule
CHEMBL1980535,CHEMBL1980535,Small molecule
CHEMBL2047879,CHEMBL2047879,Small molecule
CHEMBL2104591,FEDRILATE,Small molecule
CHEMBL2105395,OSPEMIFENE,Small molecule
CHEMBL2105662,LOMITAPIDE MESYLATE,Small molecule
CHEMBL2107832,PIMASERTIB,Small molecule
CHEMBL2108315,SOMATROPIN PEGOL,Protein
CHEMBL2108718,SEMULOPARIN SODIUM,Oligosaccharide
CHEMBL2109172,DIGITALIS,Small molecule
CHEMBL2109266,AVE-9633,Antibody
CHEMBL2109425,14G2A,Antibody
CHEMBL2109584,F16SIP 131I,Antibody
CHEMBL2360079,ACETOPHENAZINE MALEATE,Small molecule
CHEMBL249280,CHEMBL249280,Small molecule
CHEMBL256528,CHEMBL256528,Small molecule
CHEMBL272875,CHEMBL272875,Small molecule
CHEMBL273453,ALDOSTERONE,Small molecule
CHEMBL275446,METIAMIDE,Small molecule
CHEMBL279433,L-778123,Small molecule
CHEMBL286939,CHEMBL286939,Small molecule
CHEMBL28721,"2,3-Dimercapto-Succinic Acid",Small molecule
CHEMBL3116440,CHEMBL3116440,Small molecule
CHEMBL3186534,RIVOCERANIB,Small molecule
CHEMBL3342491,CHEMBL3342491,Small molecule
CHEMBL337612,DIMIRACETAM,Small molecule
CHEMBL3408382,CHEMBL3408382,Small molecule
CHEMBL3545156,KW-2450,Small molecule
CHEMBL3545423,AZD-1208,Small molecule
CHEMBL3707327,SUPTAVUMAB,Antibody
CHEMBL3786098,PF-06459988,Small molecule
CHEMBL3822773,CHEMBL3822773,Small molecule
CHEMBL3833343,VOBARILIZUMAB,Antibody
CHEMBL388978,STAUROSPORINE,Small molecule
CHEMBL398940,CHEMBL398940,Small molecule
CHEMBL3989507,EDETATE DISODIUM,Small molecule
CHEMBL3989556,REMOXIPRIDE HYDROCHLORIDE,Small molecule
CHEMBL4116008,CERDULATINIB,Small molecule
CHEMBL4170551,CHEMBL4170551,Small molecule
CHEMBL4207852,MIZACORAT,Small molecule
CHEMBL4213805,CHEMBL4213805,Small molecule
CHEMBL4244843,CHEMBL4244843,Small molecule
CHEMBL4297329,TAS-117,Small molecule
CHEMBL4297344,OBEFAZIMOD,Small molecule
CHEMBL4297775,KAI-1678,Unknown
CHEMBL4301163,ELSULFAVIRINE,Small molecule
CHEMBL435224,LAPAQUISTAT ACETATE,Small molecule
CHEMBL4439276,CHEMBL4439276,Unknown
CHEMBL4445137,CHEMBL4445137,Unknown
CHEMBL455333,CHEMBL455333,Small molecule
CHEMBL4594447,MESDOPETAM,Small molecule
CHEMBL4597193,VALEMETOSTAT,Small molecule
CHEMBL4650266,ZEVORCABTAGENE AUTOLEUCEL,Gene
CHEMBL4650334,ALDUMASTAT,Small molecule
CHEMBL4650718,"HYDROXYNORKETAMINE, (2R,6R)",Small molecule
CHEMBL4802188,PULOCIMAB,Antibody
CHEMBL4802293,JNJ-61393215,Small molecule
CHEMBL489657,CHEMBL489657,Small molecule
CHEMBL50444,MEGLUTOL,Small molecule
CHEMBL5095363,GOLOCDACIMAB,Antibody
CHEMBL513994,PRX-08066,Small molecule
CHEMBL56564,TROPISETRON,Small molecule
CHEMBL709,ALFUZOSIN,Small molecule
CHEMBL80386,IVOSPEMIN,Small molecule
CHEMBL8211,N-ETHYLMALEIMIDE,Small molecule
CHEMBL93647,CHEMBL93647,Small molecule
CHEMBL1087,MEPIVACAINE,Small molecule
CHEMBL1090781,CHEMBL1090781,Small molecule
CHEMBL111654,2-MERCAPTOBENZOTHIAZOLE,Small molecule
CHEMBL1160818,CHEMBL1160818,Small molecule
CHEMBL1200581,DIATRIZOATE SODIUM,Small molecule
CHEMBL1200648,ROCURONIUM BROMIDE,Small molecule
CHEMBL1200734,FOSAMPRENAVIR CALCIUM,Small molecule
CHEMBL1201180,DICLOFENAC EPOLAMINE,Small molecule
CHEMBL1201519,VITAMIN K,Unknown
CHEMBL120293,CHEMBL120293,Small molecule
CHEMBL1222017,TRIACETYLCHITOTRIOSE,Small molecule
CHEMBL1230813,ALFADEX,Oligosaccharide
CHEMBL1232,ERTAPENEM SODIUM,Small molecule
CHEMBL1270425,CHEMBL1270425,Small molecule
CHEMBL1359,ERTAPENEM,Small molecule
CHEMBL1519375,CHEMBL1519375,Small molecule
CHEMBL1618,CEFAMANDOLE NAFATE,Small molecule
CHEMBL1743050,OLOKIZUMAB,Antibody
CHEMBL1765750,CHEMBL1765750,Small molecule
CHEMBL1796999,CYCLOPROPANE,Small molecule
CHEMBL18,ETHOXZOLAMIDE,Small molecule
CHEMBL1801381,CHEMBL1801381,Small molecule
CHEMBL1819256,CHEMBL1819256,Small molecule
CHEMBL188,WIN-552122,Small molecule
CHEMBL1905872,DOCUSATE SODIUM,Small molecule
CHEMBL1922174,GANODERIC ACID C2,Small molecule
CHEMBL1933350,MK-3577,Small molecule
CHEMBL1947204,ALLITINIB,Small molecule
CHEMBL2103736,FENOPROFEN CALCIUM,Small molecule
CHEMBL2105499,SULFAPERIN,Small molecule
CHEMBL2107212,IOBITRIDOL,Small molecule
CHEMBL2107375,TARIBAVIRIN HYDROCHLORIDE,Small molecule
CHEMBL2107962,POLIOVIRUS VACCINE INACTIVATED,Unknown
CHEMBL2109528,FASINUMAB,Antibody
CHEMBL2109589,L19TNFA,Antibody
CHEMBL2110596,AZAPETINE,Small molecule
CHEMBL2111186,TALAPORFIN,Small molecule
CHEMBL212181,CHEMBL212181,Small molecule
CHEMBL2148124,CHEMBL2148124,Small molecule
CHEMBL2152999,.ALPHA.-TOCOPHERYLOXYACETIC ACID,Small molecule
CHEMBL2153191,AZD-4017,Small molecule
CHEMBL2169919,CHEMBL2169919,Small molecule
CHEMBL2172288,CHEMBL2172288,Small molecule
CHEMBL2177637,CHEMBL2177637,Small molecule
CHEMBL219341,8-Azaxanthine,Small molecule
CHEMBL254193,ENDRALAZINE,Small molecule
CHEMBL254520,CHEMBL254520,Small molecule
CHEMBL280527,ATEVIRDINE MESYLATE,Small molecule
CHEMBL285347,BIAPENEM,Small molecule
CHEMBL291157,ROSOXACIN,Small molecule
CHEMBL3039498,GRAPIPRANT,Small molecule
CHEMBL3104237,CHEMBL3104237,Protein
CHEMBL3115157,CHEMBL3115157,Small molecule
CHEMBL3137331,DEFACTINIB,Small molecule
CHEMBL3236358,CHEMBL3236358,Small molecule
CHEMBL327987,CHEMBL327987,Small molecule
CHEMBL3342493,CHEMBL3342493,Small molecule
CHEMBL3356009,CHEMBL3356009,Small molecule
CHEMBL3401255,CHEMBL3401255,Small molecule
CHEMBL3545165,AFACIFENACIN,Small molecule
CHEMBL3545279,EFATUTAZONE HYDROCHLORIDE,Small molecule
CHEMBL3605456,CHEMBL3605456,Small molecule
CHEMBL3612515,CHEMBL3612515,Small molecule
CHEMBL3632739,CHEMBL3632739,Small molecule
CHEMBL365484,CHEMBL365484,Small molecule
CHEMBL3718849,CHEMBL3718849,Small molecule
CHEMBL375655,GUANOSINE,Small molecule
CHEMBL3818617,CHEMBL3818617,Small molecule
CHEMBL3931971,RAZUPROTAFIB,Small molecule
CHEMBL404431,OZ277,Small molecule
CHEMBL416755,OXOLINIC ACID,Small molecule
CHEMBL422625,CHEMBL422625,Small molecule
CHEMBL429646,CHEMBL429646,Small molecule
CHEMBL4297625,LICOGLIFLOZIN,Small molecule
CHEMBL4297663,AMBROXOL ACEFYLLINATE,Small molecule
CHEMBL4297980,HM-43239,Unknown
CHEMBL431651,ENRASENTAN,Small molecule
CHEMBL432162,TASOSARTAN,Small molecule
CHEMBL4451634,CHEMBL4451634,Unknown
CHEMBL457526,CHEMBL457526,Small molecule
CHEMBL457530,CHEMBL457530,Small molecule
CHEMBL4594341,VIXARELIMAB,Antibody
CHEMBL4594454,RIPASUDIL HYDROCHLORIDE DIHYDRATE,Small molecule
CHEMBL4650286,M4344,Small molecule
CHEMBL46618,OTAMIXABAN,Small molecule
CHEMBL470729,CHEMBL470729,Small molecule
CHEMBL492,ETIDOCAINE,Small molecule
CHEMBL500853,HPPH,Small molecule
CHEMBL514432,GINKOLIDE B,Small molecule
CHEMBL519374,CHEMBL519374,Small molecule
CHEMBL526,PROPOFOL,Small molecule
CHEMBL547,ISOTRETINOIN,Small molecule
CHEMBL570533,CHEMBL570533,Small molecule
CHEMBL572932,CHEMBL572932,Small molecule
CHEMBL604482,CHEMBL604482,Small molecule
CHEMBL871,ETIDRONIC ACID,Small molecule
CHEMBL99037,CHEMBL99037,Small molecule
CHEMBL11471,L-NIO,Small molecule
CHEMBL117869,CHEMBL117869,Small molecule
CHEMBL1198130,CHEMBL1198130,Small molecule
CHEMBL1200358,SODIUM PHENYLACETATE,Small molecule
CHEMBL1200563,CERIVASTATIN SODIUM,Small molecule
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,Small molecule
CHEMBL1200826,LITHIUM CARBONATE,Small molecule
CHEMBL1220,TINIDAZOLE,Small molecule
CHEMBL123792,CHEMBL123792,Small molecule
CHEMBL1256841,NIALAMIDE,Small molecule
CHEMBL132533,CHEMBL132533,Small molecule
CHEMBL1361347,CLOPAMIDE,Small molecule
CHEMBL139,DICLOFENAC,Small molecule
CHEMBL1408258,CHEMBL1408258,Small molecule
CHEMBL149082,TRAMIPROSATE,Small molecule
CHEMBL1570441,CHEMBL1570441,Small molecule
CHEMBL1649931,PF-232798,Small molecule
CHEMBL1697841,ISOMETHEPTENE,Small molecule
CHEMBL173453,CHEMBL173453,Small molecule
CHEMBL186007,2-Bromo-Phenol,Small molecule
CHEMBL191190,CHEMBL191190,Small molecule
CHEMBL197669,ST1535,Small molecule
CHEMBL202887,GW788388,Small molecule
CHEMBL204946,CHEMBL204946,Small molecule
CHEMBL2103824,ARHALOFENATE,Small molecule
CHEMBL2104393,IOPYDOL,Small molecule
CHEMBL2104521,CICLONICATE,Small molecule
CHEMBL2104921,SULFAMAZONE,Small molecule
CHEMBL2105687,DEXPRAMIPEXOLE DIHYDROCHLORIDE,Small molecule
CHEMBL2105737,SONIDEGIB,Small molecule
CHEMBL2106220,DIAMPROMIDE,Small molecule
CHEMBL2109217,PERFLUTREN PROTEIN-TYPE A MICROSPHERES,Unknown
CHEMBL2109444,AD-159,Antibody
CHEMBL2109457,LIGELIZUMAB,Antibody
CHEMBL2110636,BUNAMIODYL,Small molecule
CHEMBL2205230,TAK-441,Small molecule
CHEMBL2431028,CHEMBL2431028,Small molecule
CHEMBL2448612,ERGOTAMINE TARTRATE,Small molecule
CHEMBL266195,ALPRENOLOL,Small molecule
CHEMBL270527,CHEMBL270527,Small molecule
CHEMBL289233,IODOMELATONIN,Small molecule
CHEMBL3039553,APATORSEN SODIUM,Oligonucleotide
CHEMBL3093076,CHEMBL3093076,Small molecule
CHEMBL3126842,BECLABUVIR,Small molecule
CHEMBL327579,CHEMBL327579,Small molecule
CHEMBL3306803,LUMATEPERONE,Small molecule
CHEMBL3360521,CHEMBL3360521,Small molecule
CHEMBL3663929,NAQUOTINIB,Small molecule
CHEMBL371311,CHEMBL371311,Small molecule
CHEMBL3715108,LACTISOLE SODIUM,Small molecule
CHEMBL3828289,CHEMBL3828289,Small molecule
CHEMBL3833373,AVELUMAB,Antibody
CHEMBL3989985,RIBAXAMASE,Enzyme
CHEMBL406734,CHEMBL406734,Small molecule
CHEMBL4204794,AVAPRITINIB,Small molecule
CHEMBL4240170,CHEMBL4240170,Small molecule
CHEMBL4297239,DILANUBICEL,Cell
CHEMBL4297410,IT-139,Small molecule
CHEMBL4297413,PERFLUORO TERT-BUTYLCYCLOHEXANE,Small molecule
CHEMBL4297813,PRI-724,Unknown
CHEMBL4298008,LYMPHOCYTE ACTIVATION GENE 3 PROTEIN,Unknown
CHEMBL4298114,SYM-021,Unknown
CHEMBL434525,CHEMBL434525,Small molecule
CHEMBL490225,CHEMBL490225,Small molecule
CHEMBL49563,alpha-TOCHOPHEROL,Small molecule
CHEMBL497001,ALOIN,Small molecule
CHEMBL504802,PALA,Small molecule
CHEMBL506972,CHEMBL506972,Small molecule
CHEMBL5095509,DDP-225 FREE BASE ANHYDROUS,Small molecule
CHEMBL522709,GSK-317315A,Small molecule
CHEMBL580,LORAZEPAM,Small molecule
CHEMBL589858,CHEMBL589858,Small molecule
